"","kind",".pred_AI",".pred_class","detector","native","name","model","document_id","prompt"
"2984","AI",0.999711096286774,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",721,"Elevate using technical"
"2985","Human",0.0235735215246677,"Human","Crossplag","No","Real TOEFL","Human",467,NA
"2986","Human",0.000176605477463454,"Human","HFOpenAI","Yes","Real CS224N","Human",820,NA
"2987","AI",0.00018280184303876,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",647,"Plain"
"2988","AI",0.023524543270469,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",570,"Plain"
"2989","AI",0.125,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",612,"Plain"
"2990","AI",0.986521124839783,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",699,"Elevate using technical"
"2991","AI",0.99258923530579,"AI","OriginalityAI",NA,"Fake College Essays - GPT3","GPT3",891,"Plain"
"2992","Human",0.000171315055922605,"Human","Crossplag","Yes","Real CS224N","Human",750,NA
"2993","AI",0.00581069426103076,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",384,"Plain"
"2994","Human",0.0095665454864502,"Human","Quil","Yes","Real College Essays","Human",402,NA
"2995","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",725,"Elevate using technical"
"2996","AI",0.999999341010472,"AI","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",635,"Elevate using technical"
"2997","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",522,"Plain"
"2998","AI",0.999357879161835,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",530,"Elevate using technical"
"2999","AI",0.999997967337919,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",612,"Plain"
"3000","AI",0.99321621656418,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",591,"Plain"
"3001","AI",0.000177198729943484,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",688,"Plain"
"3002","AI",0.000292122364044189,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",508,"Plain"
"3003","AI",1,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",137,"Simplify like non-native"
"3004","AI",0.042560677975416,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",23,"Plain"
"3005","AI",0.9795,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",186,"Simplify like non-native"
"3006","AI",0.061262052506208,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",428,"Enhance like native"
"3007","AI",0.000444726785644889,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",698,"Elevate using technical"
"3008","AI",0.96493595838547,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",577,"Plain"
"3009","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",867,NA
"3010","Human",0.000171111634699628,"Human","Crossplag","Yes","Real CS224N","Human",831,NA
"3011","AI",0.00463495962321758,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",529,"Plain"
"3012","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",690,"Elevate using technical"
"3013","AI",0.0116987824440002,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",484,"Elevate using technical"
"3014","Human",0.977113783359528,"AI","Crossplag","No","Real TOEFL","Human",545,NA
"3015","AI",0.99968695640564,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",25,"Plain"
"3016","Human",0.375,"Human","ZeroGPT","No","Real TOEFL","Human",329,NA
"3017","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",719,"Elevate using technical"
"3018","AI",0.99064821004868,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",609,"Elevate using technical"
"3019","Human",0.000467658042907715,"Human","Quil","Yes","US 8th grade essay","Human",889,NA
"3020","AI",0.28540301322937,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",637,"Plain"
"3021","AI",0.96779721975327,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",590,"Plain"
"3022","Human",1.33477488346981e-13,"Human","GPTZero","Yes","Real College Essays","Human",364,NA
"3023","Human",0.000169992446899414,"Human","Quil","Yes","US 8th grade essay","Human",252,NA
"3024","Human",7.80918191096699e-11,"Human","GPTZero","Yes","Real College Essays","Human",486,NA
"3025","AI",0.999136626720428,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",591,"Plain"
"3026","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",482,"Plain"
"3027","AI",0.9883896112442,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",29,"Plain"
"3028","Human",4.57125944376208e-15,"Human","GPTZero","Yes","Real CS224N","Human",846,NA
"3029","Human",0.00172805786132812,"Human","Quil","Yes","US 8th grade essay","Human",99,NA
"3030","AI",0.73142641782761,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",582,"Elevate using technical"
"3031","AI",0.996976256370544,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",689,"Plain"
"3032","AI",0.14799971878529,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",658,"Elevate using technical"
"3033","Human",0.000600822095293552,"Human","Crossplag","Yes","Real CS224N","Human",859,NA
"3034","AI",0.999805510044098,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",425,"Simplify like non-native"
"3035","Human",0.0074716228991747,"Human","OriginalityAI","Yes","Real CS224N","Human",759,NA
"3036","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",667,"Elevate using technical"
"3037","Human",0.97103416919708,"AI","OriginalityAI","No","Real TOEFL","Human",544,NA
"3038","AI",0.00091730040730909,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",631,"Plain"
"3039","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",39,"Plain"
"3040","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",122,NA
"3041","AI",0.00163239240646362,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",378,"Enhance like native"
"3042","AI",0.00459706131368876,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",354,"Enhance like native"
"3043","AI",0.9997838139534,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",566,"Plain"
"3044","AI",0.000656476745721681,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",606,"Elevate using technical"
"3045","AI",0.91296261548996,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",620,"Plain"
"3046","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",683,"Plain"
"3047","AI",0.000170111656188965,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",709,"Elevate using technical"
"3048","AI",1.68873417761839e-05,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",694,"Elevate using technical"
"3049","AI",0.067232005298138,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",673,"Elevate using technical"
"3050","Human",0.000239670276641846,"Human","Quil","Yes","Real College Essays","Human",359,NA
"3051","Human",0.259931713342667,"Human","HFOpenAI","Yes","Real CS224N","Human",815,NA
"3052","Human",0.000177135545527562,"Human","Crossplag","Yes","Real College Essays","Human",247,NA
"3053","Human",0.999998527293448,"AI","Sapling","Yes","US 8th grade essay","Human",331,NA
"3054","AI",0.46825078129768,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",628,"Plain"
"3055","AI",0.0367820858955383,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",444,"Plain"
"3056","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",595,"Plain"
"3057","AI",0.042365781962872,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",564,"Plain"
"3058","AI",0.82578033208847,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",160,"Simplify like non-native"
"3059","AI",0.999808132648468,"AI","HFOpenAI",NA,"Fake College Essays - GPT3","GPT3",67,"Plain"
"3060","AI",0.0067549319937825,"Human","OriginalityAI",NA,"Fake College Essays - GPT3","GPT3",531,"Plain"
"3061","AI",0.887165174136601,"AI","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",239,"Enhance like native"
"3062","AI",0.900023466712142,"AI","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",134,"Simplify like non-native"
"3063","Human",0.50137935765088,"AI","OriginalityAI","Yes","Real College Essays","Human",212,NA
"3064","Human",0.000182511517778039,"Human","HFOpenAI","Yes","US 8th grade essay","Human",59,NA
"3065","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",207,"Enhance like native"
"3066","Human",0.000172848885995336,"Human","HFOpenAI","Yes","Real CS224N","Human",813,NA
"3067","Human",1.23165350041088e-06,"Human","Sapling","Yes","Real College Essays","Human",926,NA
"3068","AI",0.999694228172302,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",591,"Plain"
"3069","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",745,NA
"3070","AI",0.000368914450518787,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",317,"Enhance like native"
"3071","Human",0.684286952018738,"AI","Crossplag","No","Real TOEFL","Human",262,NA
"3072","AI",0.90280622243881,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",587,"Plain"
"3073","Human",0.00019723673176486,"Human","Crossplag","Yes","Real College Essays","Human",898,NA
"3074","Human",0.00419524218887091,"Human","Crossplag","Yes","US 8th grade essay","Human",148,NA
"3075","AI",0.17336373031139,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",625,"Elevate using technical"
"3076","AI",0.000179464637767524,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",610,"Plain"
"3077","AI",0.0442227125167847,"Human","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",100,"Simplify like non-native"
"3078","AI",0.999575436115265,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",573,"Plain"
"3079","Human",0.910342224660137,"AI","GPTZero","No","Real TOEFL","Human",350,NA
"3080","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",778,NA
"3081","AI",1.1710301498713e-05,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",408,"Plain"
"3082","Human",0.259832021846691,"Human","Sapling","Yes","US 8th grade essay","Human",445,NA
"3083","Human",0.756476581096649,"AI","HFOpenAI","No","Real TOEFL","Human",196,NA
"3084","Human",0.503628849983215,"AI","HFOpenAI","No","Real TOEFL","Human",415,NA
"3085","Human",0.000280566542642191,"Human","HFOpenAI","Yes","Real CS224N","Human",755,NA
"3086","Human",3.72481352211648e-37,"Human","GPTZero","Yes","Real College Essays","Human",926,NA
"3087","AI",0.000172294996445999,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",685,"Elevate using technical"
"3088","AI",0.0206243209540844,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",257,"Enhance like native"
"3089","Human",0.000712274631951004,"Human","Crossplag","Yes","Real CS224N","Human",770,NA
"3090","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",556,"Elevate using technical"
"3091","Human",0.99272477626801,"AI","OriginalityAI","No","Real TOEFL","Human",400,NA
"3092","AI",0.986648142337799,"AI","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",257,"Enhance like native"
"3093","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",51,NA
"3094","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",561,"Elevate using technical"
"3095","AI",0.999594748020172,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",319,"Simplify like non-native"
"3096","Human",0.00046840778668411,"Human","OriginalityAI","Yes","Real CS224N","Human",846,NA
"3097","AI",0.000656476745721681,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",518,"Elevate using technical"
"3098","AI",0.000386072468245402,"Human","Crossplag",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",2,"Elevate using literary"
"3099","Human",1.07317818250042e-10,"Human","GPTZero","Yes","Real CS224N","Human",786,NA
"3100","AI",0.00373972044326365,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",529,"Plain"
"3101","Human",0.997962713241577,"AI","Quil","No","Real TOEFL","Human",453,NA
"3102","AI",0.00021355741773732,"Human","Crossplag",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",381,"Elevate using literary"
"3103","AI",0.000168442726135254,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",465,"Elevate using technical"
"3104","AI",0.999817788600922,"AI","Crossplag",NA,"Fake College Essays - GPT3","GPT3",422,"Plain"
"3105","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",82,NA
"3106","AI",0.113689072430134,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",691,"Plain"
"3107","AI",0.958348246714901,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",905,"Plain"
"3108","AI",0.980952084064484,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",636,"Plain"
"3109","AI",0.999808132648468,"AI","Quil",NA,"Fake College Essays - GPT3","GPT3",67,"Plain"
"3110","AI",0.0715169087052345,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",458,"Enhance like native"
"3111","AI",0.999669313430786,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",90,"Simplify like non-native"
"3112","Human",3.0024069541954e-07,"Human","GPTZero","Yes","Real CS224N","Human",877,NA
"3113","AI",0.999999590489441,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",35,"Plain"
"3114","Human",0.042754106223583,"Human","OriginalityAI","Yes","Real CS224N","Human",795,NA
"3115","Human",0.0002004132111324,"Human","Crossplag","Yes","Real College Essays","Human",729,NA
"3116","AI",0.999699831008911,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",166,"Simplify like non-native"
"3117","AI",0.999939917089034,"AI","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",649,"Elevate using technical"
"3118","Human",0.804444849491119,"AI","Crossplag","No","Real TOEFL","Human",332,NA
"3119","Human",3.61189074900015e-05,"Human","Sapling","Yes","US 8th grade essay","Human",920,NA
"3120","Human",0.00444924275753866,"Human","Sapling","No","Real TOEFL","Human",275,NA
"3121","Human",0.125,"Human","ZeroGPT","Yes","US 8th grade essay","Human",188,NA
"3122","Human",0.760402243379443,"AI","GPTZero","No","Real TOEFL","Human",276,NA
"3123","Human",1,"AI","ZeroGPT","No","Real TOEFL","Human",280,NA
"3124","AI",0.132109105587006,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",558,"Elevate using technical"
"3125","AI",1,"AI","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",686,"Plain"
"3126","AI",0.999999009456784,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",689,"Plain"
"3127","Human",0.000529274402651936,"Human","Crossplag","Yes","Real CS224N","Human",741,NA
"3128","AI",0.993859366807653,"AI","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",489,"Enhance like native"
"3129","AI",0.063810415565968,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",57,"Elevate using technical"
"3130","AI",6.71395715690082e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",286,"Enhance like native"
"3131","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",484,"Elevate using technical"
"3132","AI",0.000354290008544922,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",639,"Elevate using technical"
"3133","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",590,"Plain"
"3134","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",879,NA
"3135","AI",0.032698776572943,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",376,"Enhance like native"
"3136","AI",0.982059955596924,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",105,"Simplify like non-native"
"3137","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",23,"Plain"
"3138","AI",0.000177562236785889,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",288,"Enhance like native"
"3139","AI",1,"AI","ZeroGPT",NA,"Fake College Essays - GPT3","GPT3",422,"Plain"
"3140","AI",0.000685643579345196,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",287,"Enhance like native"
"3141","AI",0.994157195091248,"AI","Quil",NA,"Fake College Essays - GPT3","GPT3",223,"Plain"
"3142","Human",0.000173183449078351,"Human","HFOpenAI","Yes","US 8th grade essay","Human",174,NA
"3143","AI",0.151372894644737,"Human","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",229,"Simplify like non-native"
"3144","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",648,"Elevate using technical"
"3145","AI",7.46169786774997e-05,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",12,"Plain"
"3146","AI",0.998651325702667,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",171,"Simplify like non-native"
"3147","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",793,NA
"3148","AI",0.00070350430905819,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",503,"Elevate using technical"
"3149","AI",0.000207722187042236,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",673,"Elevate using technical"
"3150","Human",0.99909842014313,"AI","OriginalityAI","No","Real TOEFL","Human",325,NA
"3151","AI",0.618919134140015,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",228,"Simplify like non-native"
"3152","Human",0.99763441085815,"AI","OriginalityAI","No","Real TOEFL","Human",543,NA
"3153","AI",0.151445546868438,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",208,"Enhance like native"
"3154","Human",8.77057775183765e-07,"Human","Sapling","Yes","Real College Essays","Human",388,NA
"3155","AI",0.00028825993649662,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",677,"Elevate using technical"
"3156","Human",0.000208497265703045,"Human","HFOpenAI","Yes","Real CS224N","Human",862,NA
"3157","Human",0.0047622206620872,"Human","Crossplag","No","Real TOEFL","Human",390,NA
"3158","AI",0.75,"AI","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",661,"Plain"
"3159","AI",0.000178401722223498,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",503,"Elevate using technical"
"3160","AI",0.01250805798918,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",603,"Enhance like native"
"3161","Human",0.149118721485138,"Human","Quil","No","Real TOEFL","Human",542,NA
"3162","AI",0.938137829303741,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",455,"Simplify like non-native"
"3163","AI",0.497598707675934,"Human","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",129,"Simplify like non-native"
"3164","Human",1.47474244722172e-05,"Human","GPTZero","No","Real TOEFL","Human",296,NA
"3165","AI",0.99631667137146,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",522,"Plain"
"3166","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",184,NA
"3167","AI",0.00308265443891287,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",124,"Simplify like non-native"
"3168","AI",0.97791254520416,"AI","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",922,"Enhance like native"
"3169","AI",0.0217355247586966,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",649,"Elevate using technical"
"3170","AI",0.119640707969666,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",554,"Elevate using technical"
"3171","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",821,NA
"3172","Human",0.0573124177753925,"Human","Crossplag","Yes","Real CS224N","Human",845,NA
"3173","Human",0.000887312751729041,"Human","HFOpenAI","Yes","Real CS224N","Human",775,NA
"3174","AI",0.00107998191379011,"Human","Crossplag",NA,"Fake College Essays - GPT3","GPT3",532,"Plain"
"3175","AI",0.96068555116653,"AI","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",326,"Enhance like native"
"3176","Human",3.98584384405051e-30,"Human","GPTZero","Yes","US 8th grade essay","Human",361,NA
"3177","AI",0.9989,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",106,"Simplify like non-native"
"3178","Human",0.998386263847351,"AI","Crossplag","No","Real TOEFL","Human",306,NA
"3179","AI",0.017661720514297,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",311,"Enhance like native"
"3180","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",135,NA
"3181","Human",0.987478137016296,"AI","HFOpenAI","No","Real TOEFL","Human",345,NA
"3182","AI",0.960289757862339,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",532,"Plain"
"3183","AI",0.0005679625319317,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",727,"Elevate using technical"
"3184","Human",2.12284478183524e-06,"Human","GPTZero","Yes","Real CS224N","Human",834,NA
"3185","AI",0.000171899795532227,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",298,"Enhance like native"
"3186","Human",0.996886074543,"AI","OriginalityAI","No","Real TOEFL","Human",344,NA
"3187","AI",1,"AI","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",462,"Plain"
"3188","Human",4.18872838262925e-08,"Human","GPTZero","Yes","Real CS224N","Human",763,NA
"3189","AI",0.0844366326928139,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",604,"Plain"
"3190","Human",0.000168294194736518,"Human","Crossplag","Yes","US 8th grade essay","Human",192,NA
"3191","AI",0.25,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",564,"Plain"
"3192","AI",0.212474197149277,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",198,"Simplify like non-native"
"3193","AI",0.0103698894381523,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",182,"Simplify like non-native"
"3194","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",824,NA
"3195","AI",0.0339656365042869,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",660,"Elevate using technical"
"3196","AI",0.0124034285545349,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",665,"Elevate using technical"
"3197","AI",0.000198684094357304,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",123,"Simplify like non-native"
"3198","AI",0.0305473208427429,"Human","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",360,"Simplify like non-native"
"3199","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",720,"Elevate using technical"
"3200","AI",0.998494386672974,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",559,"Elevate using technical"
"3201","AI",0.866619765758514,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",162,"Simplify like non-native"
"3202","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",355,"Enhance like native"
"3203","Human",0.00227929809774846,"Human","GPTZero","No","Real TOEFL","Human",371,NA
"3204","Human",0.0021,"Human","OriginalityAI","Yes","US 8th grade essay","Human",148,NA
"3205","AI",6.33151325923897e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",598,"Elevate using technical"
"3206","AI",0.000188887119293213,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",57,"Elevate using technical"
"3207","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",10,"Plain"
"3208","AI",4.92661400230965e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",357,"Enhance like native"
"3209","AI",0.00505623886407902,"Human","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",114,"Simplify like non-native"
"3210","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",673,"Elevate using technical"
"3211","AI",0.000372275855625048,"Human","Crossplag",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",201,"Elevate using literary"
"3212","Human",0.00103390216827393,"Human","Quil","Yes","Real College Essays","Human",919,NA
"3213","AI",6.51628693226769e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",600,"Elevate using technical"
"3214","AI",0.887165174136601,"AI","GPTZero",NA,"Fake CS224N - GPT3","GPT3",508,"Plain"
"3215","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",771,NA
"3216","AI",6.37001786540914e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",702,"Elevate using technical"
"3217","AI",0.000205695629119873,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",723,"Elevate using technical"
"3218","Human",0.000276757287792861,"Human","HFOpenAI","Yes","Real CS224N","Human",827,NA
"3219","AI",0.92948740720749,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",536,"Elevate using technical"
"3220","AI",0.0033633999992162,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",914,"Enhance like native"
"3221","AI",0.999288439750671,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",462,"Plain"
"3222","AI",1.07317818250042e-10,"Human","GPTZero",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",202,"Elevate using literary"
"3223","AI",0.870862747873481,"AI","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",429,"Enhance like native"
"3224","Human",7.42117029759325e-19,"Human","GPTZero","Yes","US 8th grade essay","Human",133,NA
"3225","AI",0.9999,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",179,"Simplify like non-native"
"3226","AI",0.0108701644173588,"Human","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",81,"Simplify like non-native"
"3227","AI",0.00050570600433275,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",272,"Enhance like native"
"3228","Human",5e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",116,NA
"3229","AI",0,"Human","ZeroGPT",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",732,"Elevate using literary"
"3230","AI",0.999819695949554,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",579,"Plain"
"3231","AI",3.80407465561117e-06,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",611,"Elevate using technical"
"3232","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",674,"Elevate using technical"
"3233","AI",0.9046630859375,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",251,"Simplify like non-native"
"3234","AI",5.12277757769297e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",316,"Enhance like native"
"3235","Human",5.95503353073568e-07,"Human","Sapling","Yes","US 8th grade essay","Human",362,NA
"3236","AI",0.000284016132354736,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",727,"Elevate using technical"
